,name,username,tweetid,time,tweets,fanboy
474,Arabia Watch,arabiawa,752545557344817152,7/11/2016 4:50:17 PM,Calculan las pérdidas territoriales de Daesh en Siria e Irak | The Arabia Watch http://ow.ly/7bYD100ef6w,0
475,ChildofGod,AnnMcCroskey,752631435031375872,7/11/2016 10:31:31 PM,RT @gerfingerpoken: (IBD) So Why Can't Barack Hussein Obama Admit ISIS Beheaded Christians?  - http://www.investors.com/islamic-state-beheads-egyptian-coptic-christians/ - https://t.co/suLaO…,0
476,tinfoiltiaria,tinfoiltiaria,752579476966354944,7/11/2016 7:05:04 PM,"PT: Last year US ancd ISIL-Yemen as a FTO http://www.state.gov/r/pa/prs/ps/2016/05/257388.htm. Most recent list shows ISIL-Libya, why no Yemen? pic.twitter.com/siHA6Vsmk2",0
477,Spex J4F,nicholasWstarr,749973750519652353,7/4/2016 2:30:50 PM,"RT @CNN: After ugly encounter, Ohio officials apologize to Muslim man falsely accused of ties to ISIS http://www.cnn.com/2016/07/03/us/ohio-false-isis-report/index.html https://t.co/…",0
478,ईशान ढवळीकर,ishan209,752425228291018752,7/11/2016 8:52:08 AM,"RT @ggiittiikkaa: Zakir Naik rat pushes youth to join ISIS & sacrifice lives in Jihad for Allah, while he himself mints money & enjoys life…",0
479,Ibni Haneefah,_IshfaqAhmad,7493,3/10/2016 16:51,RT @HDNER: #Turkish Army: 279 PKK militants killed in #Sur operation http://www.hurriyetdailynews.com/army-279-pkk-militants-killed-in-sur-operation.aspx?pageID=238&nID=96306&NewsCatID=341 https://twitter.com/HDNER/status/707971329862082560/photo/1 ,1
480,Siyasi Maho,SiyasiMaho,750001490220216320,7/4/2016 4:21:04 PM,RT @DrPartizan_: #Manbij YPG Special Forces seized weapons and ammunition hidden by an ISIS sleeper cell inside a liberated village. https:…,0
481,johnny rispress,jripress,752672318682329088,7/12/2016 1:13:59 AM,US sending 560 more troops to Iraq as Mosul push intensifies http://www.wsfa.com/story/32412870/us-sending-560-more-troops-to-iraq-as-mosul-push-intensifies,0
482,Jennifer Lipman,jenlipman,749985202869501952,7/4/2016 3:16:21 PM,Corbyn on his Israel-Isis comparison. 'At no stage did I make that comparison'. EXCEPT THAT YOU DID,0
483,Kross kruzader,KrossCrusader,752477471052861440,7/11/2016 12:19:44 PM,"RT @CretinusAlp: Mélange de Mogadiscio, Alger, Raqqa en plein Paris.  Pourquoi prendre l'avion?  C'est ce que pensent les Japonais. https:/…",0
484,Joe Hohos,JHohos,752594726319108096,7/11/2016 8:05:39 PM,RT @NewsweekEurope: U.S. veteran fighting ISIS in northern Iraq challenges group to Pokemon Go battle http://europe.newsweek.com/rss/social https://t.co/…,0
485,Hamad Al Salman,HamadAlSalman_,750069086072233984,7/4/2016 8:49:40 PM,RT @Alamr_lama: How come ISIS represents Islam when they attack Muslims?    #PrayForSaudi #StayStrongSaudi,0
486,Helen Clark,HelenClarkUNDP,750009212525244416,7/4/2016 4:51:45 PM,Shocking week of terrorist attacks: #Istanbul #Dhaka & horrors in #Baghdad as families gathered near end of Ramadan: http://www.independent.co.uk/news/world/middle-east/isis-most-deadly-attack-weeks-one-world-probably-cares-about-least-a7118211.html,0
487,Mohiuddin,afm_mohi,752644304359661576,7/11/2016 11:22:40 PM,"RT @guardian: Saudi Arabia must do more to prevent secret funding of Isis, MPs say http://trib.al/2Cg6AkE",0
488,海の向こうはいかに。,danbe_kun,749968786162225153,7/4/2016 2:11:07 PM,"Malaysia Links Nightclub Attack to Islamic State: The episode, which wounded eight people in Puchong, was tho. http://www.nytimes.com/2016/07/05/world/asia/malaysia-isis-grenade-attack.html ",0
489,ディーン・キモオタ,7pAaQ5SfG8zR0Ij,749986998459310081,7/4/2016 3:23:29 PM,RT @Raqqa_SL: photos from inside the restaurant in #Dhaka #Bangladesh posted by #ISIS for Dead people #ISIL pic.twitter.com/cLHjs5cfAR,0
490,ISKAR wonderkater,herbertrepel44,750019392348520448,7/4/2016 5:32:12 PM,"RT @timesofindia: As #IslamicState loses land, it gains ground in overseas terror http://timesofindia.indiatimes.com/world/middle-east/As-Islamic-State-loses-land-it-gains-ground-in-overseas-terror/articleshow/53049754.cms pic.twitter.com/8glvxxyLbK",0
491,PROPHET’S KHILĀFAH,btt_ar,15559,5/4/2016 23:35,#WilayatNinawa Taking #control over #Masqalat #village #northern #Mosul #city https://justpaste.it/txcu #Caliphate_News ,1
492,Plea Of the Ummah!,pleaoftheummah,12100,4/11/2016 19:13,Laat meeting with Uzzah to plot against Islam. https://www.facebook.com/unsupportedbrowser ,1
493,£%,PeezYRN,749969497365286912,7/4/2016 2:13:56 PM,RT @MailOnline: Giant 24-stone bodybuilder announces he will fight alongside Iranian military taking on ISIS http://www.dailymail.co.uk/news/article-3673252/Iranian-Hulk-fight-ISIS-Syria-announcing-plans-join-Iranian-forces.html https:…,0
494,Rami,RamiAlLolah,5621,2/25/2016 13:46,After all what happened and the shit going on in #Syria; I must admit I sometimes think #Assad maybe was right.. ,1
495,HassanKhan,HassanKhan_17,750092372034383872,7/4/2016 10:22:12 PM,RT @amirkingkhan: The attack in our beloved Prophet Muhammad 's city Madinah proves that Isis has no religion!   http://www.bbc.co.uk/news/world-middle-east-36706761,0
496,Tim,TkxTim,750006302365982720,7/4/2016 4:40:11 PM,@LeafyIsHere holy fuck you've been nuked by Isis pic.twitter.com/qKRY0MA3se,0
497,راعي البقر جوز الهند,Uncle_SamCoco,7317,3/9/2016 18:45,RT @Aafiamovement: Another Day 4728 days #12Years Aafia still not released ! #LetsBringAafiaHome ,1
498,Cesar Paz ,cesarpazusa,749912144460779525,7/4/2016 10:26:02 AM,"RT @MDOTTIA: Hoy 4 de Julio, Estados Unidos no debe temer un atentado orgánico de ISIS, su operatividad es nula. Pero si a sus locos solita…",0
499,Zainab,rash_z,750134855095185408,7/5/2016 1:11:00 AM,#EURO2016 How ISIS related to Islam while it targets mosques and places where Muslims are gathering?  #ISISAttackingMuslims,0
500,ダン,whimsicalpickle,750024817269739520,7/4/2016 5:53:45 PM,"RT @ImamSuhaibWebb: These groups are not human, let alone Islamic. Millions of us have struggled to fast while being assaulted by ISIS on o…",0
501,Abu Musab Al-Amreeki,alamreeki4,9681,3/25/2016 17:24,"RT @arisroussinos: British ISIS fighter survives Russian airstrike, calls pilot a ""prick"" https://t.co/wFRIXfR2II ",1
502,Jose Miragaya,Josemiragaya,749896057736269824,7/4/2016 9:22:07 AM,"RT @el_pais: Nuevo balance del atentado del ISIS en Bagdad, el más grave del año en Irak: 213 muertos y más de 200 heridos https://t.co/XxA…",0
503,Laura Gomez,bythewaydude4,752655386235117568,7/12/2016 12:06:42 AM,@GhostOfQC44 Spirit of Coryatt Why isis could grow in any religion? Read here: http://simpleislam.weebly.com/scholar-en,0
504,shahriyar gourgi,shahin_gourgi,752577616264175616,7/11/2016 6:57:40 PM,"U.S. Sending 560 More Troops to Iraq - Dan Lamothe & Loveday Morris, WaPo https://www.washingtonpost.com/news/checkpoint/wp/2016/07/11/seizure-of-key-air-base-near-mosul-raises-prospect-of-u-s-escalation-against-isis/ ",0
505,Inbaraj ™,Inbarajs,749951338180546560,7/4/2016 1:01:47 PM,RT @natnat494: tbh im a lil concerned this ISIS threat is going to divide us further & some ppl will see it as a license to be vile bigots,0
506,Neha,iNehaBhambri,752514093982978050,7/11/2016 2:45:15 PM,"Preachers of hate and violence threatening society, says PM Modi: Amid the expanding footprint of ISIS across the world, Prime Minist.",0
507,The NESA Center,TheNESACenter,752493200716206080,7/11/2016 1:22:14 PM,"RT @brett_mcgurk: At site of #Istanbul airport attacks: paid respect to victims, pledged U.S. support for #Turkey in #ISIL fight. https://t…",0
508,Adnan,Adnan_Khan98,750075727148613633,7/4/2016 9:16:03 PM,RT @Shaykhabulhuda: Today 's attack in Medina is a sign of the end of ISIS.,0
509,Pap,Al_Poliboss,752676655273943040,7/12/2016 1:31:13 AM,"RT @SlametMuslim: Jadi intinya begini lho. jelas kalo Media ISIS ≠  Media Islam Yg ngomong sebaliknya, ngobyek jd Jubir ISIS. Setuju? http…",0
510,ウル姉（たまに）,boroneko7,752515480758341632,7/11/2016 2:50:46 PM,RT @Cattorah: 「日本人だ 、 撃たないで」　屋外席の客に発砲　ダッカ：朝日新聞デジタル http://www.asahi.com/articles/ASJ725GYSJ72UHBI014.html　JICAは派遣前オリエンテーションでどんな危機管理教えてる？現政権下においてISISに「日本人だ」と名乗るは「殺せ」又は「拉致せよ」…,0
511,DiveCon Lester,DiveConLFP,752620862138974212,7/11/2016 9:49:31 PM,"IF  "" ISIS ""  isnt  "" Islamic ""  why does he still call them  "" ISIS ""  and not  "" Daesh ""  @gerfingerpoken",0
512,taylor meyers,tayy0555,749939666841927680,7/4/2016 12:15:24 PM,"RT @nihilist_arbys: If you eat at arbys, every single member of ISIS will someday die. So will you and everyone you've ever loved. Enjoy Ar…",0
513,WisdomLand,Wisdom_Land,749891937721659392,7/4/2016 9:05:44 AM,#Internacional: El número de fallecidos en el atentado del ISIS en Bagdad supera los 200 http://internacional.elpais.com/internacional/2016/07/04/actualidad/1467620125_084875.html# Fuente: elpais.es,0
514,war analysis,war_analysis,12782,4/15/2016 14:28,RT @saifulakhir: Did you know? https://twitter.com/account/suspended ,1
515,|una,aaloneless,752507370102808576,7/11/2016 2:18:32 PM,RT @hanine____: Moi je veux trop on réunis les gens comme sa on les met contre les gens de daesh et on les regarde s entretuer https://t.co…,0
516,Abrish Malik,AbrishMalikPTI,749932176611930113,7/4/2016 11:45:38 AM,RT @TayabaRehman77: #BangladeshSnubbedIndia ISIS in South Asia gets all arms and weapons by Indian state. This is an open truth https://t.c…,0
517,Ingfield Ainsten,KeniticChoy,749896131383947265,7/4/2016 9:22:24 AM,RT @CCTV: #Bangladesh denies ISIL or al Qaeda connection with #Dhaka attack http://ht.ly/huYI301Tq4O pic.twitter.com/bjyllbhKN0,0
518,K-State,k99j063r,750003550713851904,7/4/2016 4:29:15 PM,RT @worldonalert: #Mosul: Night market in #ISIS held #Mosul during #Ramadan. pic.twitter.com/nXS4frFFXX,0
519,adamxzulkifly,AdamvZulkifly,749924165969256448,7/4/2016 11:13:48 AM,"RT @Islamtweets4all: The so called  "" Islamic state ""  have killed more Muslims than non Muslims. Still Muslims face Islamaphobia attacks. Terr…",0
520,Tweetor,CesarA1,750062329841258496,7/4/2016 8:22:49 PM,"RT @vg_ramon:  "" @GenPenaloza: ISIS pierde terreno en Iraq pero aumenta sus acciones terroristas en otros paises. Todavia les queda gasolina. """,0
521,Obi-Wan Al Coconuty,Uncle_SamCoco,2256,1/31/2016 13:22,"@GrosMaktou @MarwanDZ92 j'aime le voir pété un câble, c'est terriblement drole ",1
522,Lindsay Bartels,Lindsay_Bartels,750064641636577280,7/4/2016 8:32:00 PM,My sister is now trying to educate my father and I on ISIS. This is the same person that didn't know who Uncle Sam was so you can imagine.,0
523,Benjamin Bell,TattooQ,752567585166745601,7/11/2016 6:17:48 PM,RT @JewhadiTM: Carter: US will use Iraq city as base to retake Mosul http://www.dailymail.co.uk/news/article-3684055/Carter-US-use-Iraq-city-base-retake-Mosul.html via @MailOnline,0
524,Naureen Yasin,NaureenY_Canada,752618639044513792,7/11/2016 9:40:41 PM,RT @SputnikInt: Did #SaudiArabia create the terrorism that now plagues it? http://sputniknews.com/analysis/20160710/1042740957/saudi-terror-medina-daesh-qatif.html #Medina pic.twitter.com/aDOX6YKZB0,0
525,Amunt valencia,maikeltron89,752475949250338816,7/11/2016 12:13:41 PM,"Novedades con isis, @_Withouth_  que grande eres jajaja te quiero",0
526,Australian Media,Aust_Media,749993530106404864,7/4/2016 3:49:26 PM,Cops mistake Muslim businessman for terrorist: The United Arab Emirates is warning its citizens to avoid wear. http://www.news.com.au/travel/travel-updates/uae-man-confronted-by-us-police-after-false-isis-accusation/news-story/c6e45cc39dce974d726ec19293af1ae8 ,0
527,MoJo77,MuazJ77,752645300305747968,7/11/2016 11:26:37 PM,RT @arwaCNN: Falluja after Isis: a city of ghosts and graffiti https://www.theguardian.com/world/2016/jul/09/falluja-isis-shia-iraq ,0
528,Zahra Juman,Zal_lra,750102476460855296,7/4/2016 11:02:21 PM,"I really wish I could make a difference, I just don't know how. If I write a strongly worded letter to ISIS.. Will that work ?",0
529,Ahmed Gitey,agitey,750024765692321792,7/4/2016 5:53:33 PM,"RT @mehdirhasan: London mayor @SadiqKhan tells me Trump  "" playing into [ISIS] hands ""  & will add Trump 's threats to him  "" to the tally ""  https:…",0
530,Akhil G Krishnan,Akhilmnr,752474448075235328,7/11/2016 12:07:43 PM,Pregnant Kerala Women Suspected to Have Joined ISIS – Malluz Media http://fb.me/1coVqWktu,0
531,Julian,crossmaker316,752499469338439680,7/11/2016 1:47:08 PM,Terror Expert Reveals the Apocalyptic Meaning Behind ISIS ' Real Name http://www.christianpost.com/news/terror-expert-reveals-the-apocalyptic-meaning-behind-isis-real-name-166248/ pic.twitter.com/m2y7EZ8dqY,0
532,Malcolm Nance,MalcolmNance,752630116937715712,7/11/2016 10:26:17 PM,"RT @HalaJaber: .3/ Double game? Even as it battles #ISIS, #Turkey gives other extremists shelter.  https://www.washingtonpost.com/world/national-security/double-game-even-as-it-battles-isis-turkey-gives-other-extremists-shelter/2016/07/10/8d6ce040-4053-11e6-a66f-aa6c1883b6b1_story.html",0
533,منى ॐ Mona,Enlightenedxx,752509329912176640,7/11/2016 2:26:19 PM,RT @RubaAlHassani: #Iraqi man 's heroics prevents #ISIS suicide bomber from killing more civilians  https://www.almasdarnews.com/article/iraqi-mans-heroics-prevents-isis-suicide-bomber-killing-civilians/ | Al-Masdar News…,0
534,lol,SRtisst,749898892725084160,7/4/2016 9:33:23 AM,"RT @jchaltiwanger: ISIS once again attacks a majority Muslim country. Meanwhile, US politicians continue to demonize Islam as media remains…",0
535,Voice of Democracy,masud143h,749922345297510400,7/4/2016 11:06:34 AM,"1,400 years ago the Prophet Muhammad warned us of ISIS --  "" immature in thought and foolish ""  - http://www.huffingtonpost.com/kashif-n-chaudhry",0
536,TÜRKIYE,melyha_ozturk,750070349744734209,7/4/2016 8:54:41 PM,RT @HabibBuzzDay: Daesh ils attaquent tout le monde sauf Israël mdr coïncidence ?,0
537,blu,blooerthanbloo,749968452836741120,7/4/2016 2:09:47 PM,hmm july 4 about to end and still no ISIS kabooms im pretty sure they were gonna cheese it,0
538,Yogesh Dewan,yogeshdewan002,750060446812631040,7/4/2016 8:15:20 PM,"Tomorrow he may cite use of loud speakers & chanting of Hanuman Chalia by Hindus, reason 4 Muslim youth to join ISIS https://twitter.com/madhukishwar/status/750039670885486594",0
539,Warren Abeshouse,aroyal4oz,750067544560693248,7/4/2016 8:43:32 PM,#CENTCOM #ISIS Reuters_JPost: #Iraq 's minorities 'on verge of disappearance ' http://www.jpost.com/Breaking-News/Iraqs-minorities-on-verge-of-disappearance-459476,0
540,Ameer Azman,ameerazmxn,752422957029265409,7/11/2016 8:43:06 AM,"RT @nishxnish: Muslim Man Hugs ISIS Suicide Bomber Moments Before Explosion, Saves Hundreds Of Lives http://www.indiatimes.com/news/world/muslim-man-hugs-isis-militant-armed-wearing-suicide-vest-before-explosion-saves-hundreds-of-lives-258126.html via @indiatimes",0
541,Plea Of the Ummah!,pleaoftheummah,12967,4/17/2016 18:05,Reference: Sunan Abu Dawud (3/19) No. 2535 and Mustadrak al-Haakim (4/470-471) No. 8305 https://www.facebook.com/unsupportedbrowser ,1
542,Salahuddin Ayubi,mobi_ayubi,6354,3/1/2016 21:08,RT @RamiAlLolah: Fully equipped #Russia|n army soldier guarding aid distribution center in the occupied #Latakia countryside #Syria https:/… ,1
543,Al-Elam English,AlElamEnglish,752447472706785281,7/11/2016 10:20:31 AM,#SAA foils ISIS 's desperate attempt to advance in southwest Deir Ezzor  The Syrian Arab Army managed to smash.  http://fb.me/4N5yGHROl,0
544,Integrity UK,integrity_UK,749901323332644864,7/4/2016 9:43:02 AM,"#Kuwait MOI foils #Daesh plots and arrests five militants, the youngest of whom (top middle) was 18 years old pic.twitter.com/Ki3LFMNbTf",0
545,Alisha,GolightlyGrl427,752543268349546497,7/11/2016 4:41:11 PM,RT @AviMayer: BREAKING: South African authorities arrest four individuals who planned to attack the U.S. embassy and Jewish institutions an…,0
546,Scooter Annie,scooter_annie,749967761313452032,7/4/2016 2:07:02 PM,RT @KWaters10: ISIS Beheads 4-Year-Old Girl http://bb4sp.com/isis-beheads-4-year-old-girl/ via @BarracudaMama,0
547,Donna Hernandez,Donna4216,750091761716830208,7/4/2016 10:19:46 PM,Isis claims responsibility for Baghdad car bombing as 120 die on single day https://www.theguardian.com/world/2016/jul/03/baghdad-bombings-dozens-killed,0
548,1RonnieD#ChooseCruz,1RonnieD,752640322296016896,7/11/2016 11:06:50 PM,RT @GaetaSusan: DIA E-Mails↔ISIS Deliberately Armed & Funded By Obama & Clinton✔💥#treason #genocide #evil  http://ian56.blogspot.com/2015/06/the-terrorist-threat-has-been.html?m=1  http://t.c…,0
549,Rami,RamiAlLolah,7185,3/8/2016 17:30,~10km southwest of #Baiji; #ISIS showered #Iraq|i army base with 200 mortar rounds in #Seneia. Major loses reported. https://t.co/bDxKkruGfI ,1
550,ز,11zaidy,750139354845220864,7/5/2016 1:28:53 AM,RT @DeRozenDontCare: This is what our prophet said about the likes of Isis and al Qaeda. .. They're not from the book of Allah. 1/3 https:…,0
551,chanyeol₠,raal__pcy,752515549427478529,7/11/2016 2:51:02 PM,"Isis nyasar di conf, lg cari pasukan https://twitter.com/JIHYOTWlCE/status/752514898609836032",0
552,PROPHET’S KHILĀFAH,btt_ar,15121,5/1/2016 21:45,@btt_ar 2/2 https://justpaste.it/tuiv #Caliphate_News ,1
553,Humberto,1chinolco79,752635686264590336,7/11/2016 10:48:25 PM,"RT @romerodiario: - Hola ISIS?, te molesto desde la Argentina pic.twitter.com/yRv8jRxRt6",0
554,dina ☪,dinet_yusuf,750023156362911744,7/4/2016 5:47:09 PM,RT @GWillowWilson: And now this. Here 's the TL;DR of ISIS: They don't hate you. They hate us for not hating you. https://twitter.com/HayderSH/status/750021630701764608,0
555,ريميا|بشرى داايي,sexyRemia,750053367464988672,7/4/2016 7:47:12 PM,"RT @Mohdology_: #PrayForSaudi  ISIS is clearly in the furthest place from islam.3 attacks within 48h,one of them in one of the holliest pla…",0
556,PC processors,PCprocessors,752477563335827457,7/11/2016 12:20:06 PM,"US intel warns: ISIS not desperate, just 'adapting ' - CNN http://www.cnn.com/2016/07/11/politics/isis-us-intelligence/index.html ",0
557,SVIP C. #BTSinMNL,Vshounen,750142293332549632,7/5/2016 1:40:34 AM,RT @oniontaker: ISIS ain't a religious movement; it 's a paramilitary monster that America created with all its meddling in the Middle East.,0
558,Jose Alberto,jose1983alberto,752474569072488448,7/11/2016 12:08:12 PM,"Promete EE.UU. ayuda militar a Iraq para expulsar al EI de Mosul: 11 de julio de 2016,   07:17Bagdad, 11 jul . http://www.prensa-latina.cu/index.php ",0
559,Sauce__Alg,la_chaouia,750081997620510721,7/4/2016 9:40:58 PM,"RT @Kodes_YM: Daesh a frappé à Médine, ville sainte de l'Islam.  Arrêtons de les appeler  "" Etat islamique "" . Ils sont tout sauf islamiques.",0
560,Patriot,Steambuilder1,749964051430584321,7/4/2016 1:52:18 PM,RT @gerfingerpoken2: (IBD) So Why Can't Obama Admit #ISIS Beheaded Christians? - @IBDeditorials - http://www.investors.com/islamic-state-beheads-egyptian-coptic-christians/ - https://t.co/iy…,0
561,uspoli,uspoli,749956335341539329,7/4/2016 1:21:38 PM,POLITICO: Trump: Clinton too weak to handle terror threats http://www.politico.com/story/2016/07/donald-trump-islamic-state-clinton-225080 ,0
562,Roza Germian,RozaGermian,752641705262796800,7/11/2016 11:12:20 PM,RT @IsraelNewsNow: Moment ISIS jihadis speed towards Iraqi tanks and detonate truck http://www.dailymail.co.uk/news/article-3684270/Terrifying-moment-ISIS-jihadis-speed-Iraqi-tanks-detonate-truck-packed-explosives-battle-Fallujah.html via @MailOnline,0
563,Conflict Reporter,WarReporter1,10988,4/5/2016 20:02,PT: This is ironic since Ayman Zawahiri and the Caucasus Emirate declared Haleem as an AQ scholar. Yet AQ themselves killed 3000 on 9-11! ,1
564,GLOBAL EARTH KEEPER,gekcorse2a,750069325512450048,7/4/2016 8:50:37 PM,@Romanuche83 @20Minutes si la vie est vraiment tranquille par rapport au 9.3 a Marseille ou Daesh ne faite pa confiance à la presse,0
565,Matt Harnage,MattHarnage,750004284545196033,7/4/2016 4:32:10 PM,RT @LaloDagach: The challenges the next president will face in dealing with #ISIS https://amp.twimg.com/v/a0152e26-7719-422e-ba56-260417f9d7e5,0
566,Andrea,andyvictoria,750100921808486400,7/4/2016 10:56:10 PM,RT @BNONews: CNN drone captures the devastation after ISIS bomb attack kills 213 people in central Baghdad pic.twitter.com/C4rkOqYQgy,0
567,J.S.P,carter_nino,752428425030340611,7/11/2016 9:04:50 AM,RT @JKjika: Les mecs de daesh y nous attendent comme ça à la fanzone pic.twitter.com/N3nBrDBAa7,0
568,Mohammed Iqbal,MohammedIqbal57,752434221646577664,7/11/2016 9:27:52 AM,"RT @Noahpinion: Hero hugs suicide bomber, dies to save other people: http://www.indiatimes.com/news/world/muslim-man-hugs-isis-militant-armed-wearing-suicide-vest-before-explosion-saves-hundreds-of-lives-258126.html",0
569,(((Charlie Martin))),chasrmartin,752546639840030720,7/11/2016 4:54:35 PM,RT @sewellchan: South Africa has charged 23-year-old twin brothers in a plot to attack the US Embassy and join ISIS. @onishinyt: https://t.…,0
570,Alangaliya,langaliyaa,752642721815289856,7/11/2016 11:16:22 PM,"RT @gujratsamachar: NSGમાં કમાન્ડો છે ભાઇ, પરંતુ બહેન થઇ ગઇ ISISમાં સામેલ - - - - - - - -&gt; http://gujaratsamachar.com/index.php/articles/display_article/brother-an-nsg-commando-sister-may-have-joined-isis-says-kerala-mom - કેરળના કાસરગોડ.  https…",0
571,John Avalone,john_avalone,749888552914255872,7/4/2016 8:52:17 AM,RT @abasinfo: #Iran 's Intelligence Ministry releases pictures from two #ISIS members arrested in #Tehran. pic.twitter.com/UwYsw0V5by,0
572,Jitendra Singh,saharajitendra,750142286621802497,7/5/2016 1:40:32 AM,Nabbed ISIS suspects from Hyderabad vowed to serve Baghdadi: NIAURL: http://indiatoday.intoday.in/story/isis-baghdadi-hyderabad-terror-suspects-isis-suspects-nia/1/707639.htmlShort Discription:  #hydrabad,0
573,Atheist Strong,ATHEIST_STRONG,749976576087949316,7/4/2016 2:42:04 PM,RT @nytimes: Kuwait Says It Thwarted 3 Planned ISIS Attacks http://www.nytimes.com/2016/07/04/world/middleeast/kuwait-isis-shiite-muslims.html ,0
574,Brian Fairchild,brianfairchild4,752585910026317824,7/11/2016 7:30:37 PM,"U.S. intel warns: ISIS not desperate, just 'adapting ' @CNNPolitics http://www.cnn.com/2016/07/11/politics/isis-us-intelligence/index.html ",0
575,Pray For Bangladesh,myshamaliha12,750019061816307712,7/4/2016 5:30:53 PM,RT @love_my_DD: I will pray Bangladesh.  That ISIS gets kicked out of that country. ..,0
576,Vergilius IYC,VergiliusIYC,752506572220182528,7/11/2016 2:15:22 PM,#SackDoval Doval makes sure to provide all explosives to ISIS for terrorists activities pic.twitter.com/LZTIArMk8G,0
577,Ibni Haneefah,_IshfaqAhmad,8584,3/18/2016 14:34,"@studiescenter and there system, just a pass time ",1
578,triggeredwhiteguy,_MNmisfit,752480913229910021,7/11/2016 12:33:24 PM,"If only ISIS would stand in traffic, like #BLM let 's pandering white libs stand in traffic.  https://twitter.com/Nero/status/752401774976176129",0
579,General,ismailmahsud,5529,2/24/2016 17:48,Least people will know #Assad lost 350+ in #Homs #Damascus #Khanasir #Halab just in week. #Russia presence made 2015 end not the end else..! ,1
580,Troll Ashu,Troll_Ashu,749966113543380993,7/4/2016 2:00:29 PM,RT @pagla_ghoda: &lt;Terror Attacks&gt; ISIS: We are responsible Normal Media: ISIS takes responsibility Liberal Media: ISIS or RSS may be respon…,0
581,Hrefna,hrefnask,749987032861138944,7/4/2016 3:23:37 PM,RT @CraigCons: ISIS kills other Muslims in Baghdad during Ramadan. That proves one thing: ISIS doesn't care about Islam or Muslims. It care…,0
582,TurtleWoman,TurtleWoman777,752525229440720896,7/11/2016 3:29:30 PM,RT @IndiaToday: More than 20 youngsters missing from Kerala are suspected to have joined the Islamic State. http://indiatoday.intoday.in/story/isis-kerala-recruitment-syria-kasargod-pinarayi-vijayan/1/712168.html,0
583,(((CHernynkaya))),Chernynkaya,750137065984040960,7/5/2016 1:19:48 AM,"Yeah, I'm intolerant of Nazis, pedophiles, murderers, dictators, ISIS, and plain old morons like @ColorBlindBastrd.  https://twitter.com/ColorBlndBastrd/status/749974830947049475",0
584,abu baker aldimashqi,abubakerdimshqi,826,12/30/2015 15:52,our Enemies https://twitter.com/account/suspended ,1
585,Wolfgard,SSWolfgard,750080555346255872,7/4/2016 9:35:14 PM,RT @Resistance48: ISIS attacking holiest place to Muslims during Holy Month of #Ramadan is anti #Islam in every sense. #PrayForMadinah http…,0
586,٩ Flames of Haqq,Witness_alHaqq,7484,3/10/2016 15:33,RT @Klashinki: US aircraft destroys two buildings in downtown Raqqah. https://vid.me/Frwy https://archive.org/details/jujyujyu_ https://t.co/si9ou5E… ,1
587,humaira;,myrakhairul,750137419089924101,7/5/2016 1:21:12 AM,"RT @MarjaanAli: The civil defense minister in #Madinah confirmed that the bomber was Omar Al-Otaybi, 18, a Daesh/ISIS agent who was on a te…",0
588,Miss Mehta,mehtatheory,750021413130477568,7/4/2016 5:40:14 PM,"RT @zakrxshid: ISIS has killed MUSLIMS in Turkey, Bangladesh and Iraq during RAMADAN and the west is still going to try tell us that ISLAM…",0
589,تنسيقية مدينة تدمر,PalmyraRev1,752470789723656192,7/11/2016 11:53:11 AM,"Last night #ISIS could sneak into Easrern neighborhood in #Palmyra, withdrew after they had broken many houses without any reaction by #SAA",0
590,Reagan Atkinson,rratkinson,752447507720859648,7/11/2016 10:20:40 AM,"RT @janimine: pic.twitter.com/nsc06N5L9N #ISIS evils  "" caught ""  teens performing adultery, punish boys with 50 lashes while the girls get stoned…",0
591,Brad Nelson,BNNelson74,752511958755270656,7/11/2016 2:36:46 PM,RT @thehill: Report: ISIS losses another 12 percent of its territory http://thehill.com/policy/defense/287205-report-isis-losses-another-12-percent-of-territory pic.twitter.com/zWY2FEURUP,0
592,NORSALIHAH SHALEH,zinziemeewah84,750141026858250240,7/5/2016 1:35:32 AM,RT @phoebefeehily: Attacking Muslims at the holiest time. ISIS is evidently not Islamic but devils whom has a spot reserved for them in hel…,0
593,Giuliano Battiston,battiston_g,752556802932412416,7/11/2016 5:34:58 PM,RT @TheStudyofWar: ISIS has launched a newspaper to recruit Southeast Asian fighters http://time.com/4400505/isis-newspaper-malay-southeast-asia-al-fatihin/ via @TIMEWorld https://t.co/Mm…,0
594,C.R.GUPTA,GuptaCR,749903458967314432,7/4/2016 9:51:31 AM,"@AashishKhetan , u say sources , @ArvindKejriwal says sources , who r they ? ISIS , ISI , Dawood Mafia , Drug Mafia etc",0
595,B.,JAPA_NA_JAPAN,752435125678379009,7/11/2016 9:31:28 AM,RT @so_mkb: Ce que j'ai retenu pendant cet euro :   - drapeau de l'Algérie  - signe Jul  - tricherie  - changement d'émotion de cr7 - yavai…,0
596,Joshua Dorkin,jrdorkin,749976920800964609,7/4/2016 2:43:26 PM,How Many People Have Been Killed in ISIS Attacks Around the World http://www.nytimes.com/interactive/2016/03/25/world/map-isis-attacks-around-the-world.html - @nytimes infographic,0
597,Hadeel HaRb,doliiy,750048301656014848,7/4/2016 7:27:04 PM,RT @BANDR_ALRAJHI: After #Madinah attack is there anyone still thinking that ISIS people are muslims ????? pic.twitter.com/vkIRDnVrCS,0
